PERIHELION DATE ,COMET DESIGNATION ,COMET DISCOVERER ,TELESCOPE ,PERIHELION DISTANCE
2012-,C/2012 SOHO-2338,P.Sun,C3,  
2012-,C/2012 SOHO-2339,S.Schmalz,C3,  
2012-,C/2012 SOHO-2340,Z.Xu,C3,  
2012-,C/2012 SOHO-2342,Z.Xu,C3,  
2012-,C/2012 SOHO-2344,S.Schmalz,C3,  
2012-,C/2012 SOHO-2345,B.Zhou,C2 C3,  
2012-,C/2012 SOHO-2346,B.Zhou,C3,  
2012-,C/2012 SOHO-2347,S.Schmalz,C3,  
2012-,C/2012 SOHO-2348,Z.Xu,C3,  
2012-,C/2012 SOHO-2350,P.Sun,C3,  
2012-,C/2012 SOHO-2351,Kotobuki/S.Schmalz,C3,  
2012-,C/2012 SOHO-2352,S.Liwo,C3,  
2012-,C/2012 SOHO-2353,S.Schmalz,C3,  
2012-,C/2012 SOHO-2354,S.Schmalz,C3,  
2012-,C/2012 SOHO-XC84,B.Zhou,C2,  
2012-,C/2012 SOHO-2356,S.Schmalz,C3,  
2012-,C/2012 SOHO-2357,Z.Xu,C3,  
2012-,C/2012 SOHO-2359,Z.Xu,C3,  
2012-,C/2012 SOHO-2360,Z.Xu,C3,  
2012-,C/2012 SOHO-2361,Z.Xu,C3,  
2012-,C/2012 SOHO-2362,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2364,S.Shurpakov,C3,  
2012-,C/2012 SOHO-2365,B.Zhou,C2 C3,  
2012-,C/2012 SOHO-2366,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2367,L.Liu,C2 C3,  
2012-,C/2012 SOHO-2368,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2369,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2370,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2371,S.Shurpakov,C2 C3,  
2012-,C/2012 SOHO-2372,K.Kida,C2 C3,  
2012-,C/2012 SOHO-2373,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2374,M.Uchina,C2 C3,  
2012-,C/2012 SOHO-2375,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2376,T.Prestgard,C2 C3,  
2012-,C/2012 SOHO-2377,P.Sun,C2 C3,  
2012-,C/2012 SOHO-2379,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2380,M.Uchina,C2,  
2012-,C/2012 SOHO-2381,M.Uchina,C2,  
2012-,C/2012 SOHO-2382,W.Gu,C2 C3,  
2012-,C/2012 SOHO-2383,L.Liu,C2,  
2012-,C/2012 SOHO-2384,P.Sun,C2,  
2012-,C/2012 SOHO-2385,T.Prestgard,C2,  
2012-,C/2012 SOHO-2387,Liwo/Kida,C2 C3,  
2012-,C/2012 SOHO-2388,S.Liwo,C2 C3,  
2012-,C/2012 SOHO-2389,K.Kida/W.Gu,C2 C3,  
2012-,C/2012 SOHO-2390,K.Battams,C2,  
2012-,C/2012 SOHO-2391,K.Battams,C2,  
2012-,C/2012 SOHO-2392,M.Uchina,C2,  
2012-,C/2012 SOHO-2393,M.Uchina,C2 C3,  
2012-,C/2012 SOHO-2394,S.Liwo/K.Kida,C2 C3,  
2012-,C/2012 SOHO-2395,S.Liwo,C2,  
2012-,C/2012 SOHO-2396,K.Kida,C2,  
2012-,C/2012 SOHO-2397,Z.Xu,C2,  
2012-,C/2012 SOHO-2398,Z.Xu,C2,  
2012-,C/2012 SOHO-2399*,S.Liwo,C2,  
2012-,C/2012 SOHO-2401,Z.Xu,C2,  
2012-,C/2012 SOHO-2402,M.Uchina,C2,  
2012-,C/2012 SOHO-2403,Z.Xu,C2,  
2012-,C/2012 SOHO-2404,W.Gu,C2 C3,  
2012-,C/2012 SOHO-2405,M.Uchina,C2,  
2012-,C/2012 SOHO-2406,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2407,Z.Xu,C2,  
2012-,C/2012 SOHO-2408,S.Liwo/K.Kida,C2 C3,  
2012-,C/2012 SOHO-2410,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2411,S.Liwo,C2,  
2012-,C/2012 SOHO-2412,M.Uchina,C2,  
2012-,C/2012 SOHO-2413,S.Liwo,C2 C3,  
2012-,C/2012 SOHO-2414,B.Zhou,C2,  
2012-,C/2012 SOHO-2416,M.Uchina,C2,  
2012-,C/2012 SOHO-XC85,M.Uchina,C2,  
2012-,C/2012 SOHO-2417,Z.Xu,C2,  
2012-,C/2012 SOHO-2418,M.Uchina,C2,  
2012-,C/2012 SOHO-2419,M.Uchina,C2,  
2012-,C/2012 SOHO-2420,M.Uchina,C2,  
2012-,C/2012 SOHO-2422,Z.Xu,C2,  
2012-,C/2012 SOHO-2423,Z.Xu,C2,  
2012-,C/2012 SOHO-2424,S.Liwo,C2,  
2012-,C/2012 SOHO-2425,B.Zhou,C2,  
2012-,C/2012 SOHO-2426,Z.Xu,C2,  
2012-,C/2012 SOHO-2427,P.Sun,C2,  
2012-,C/2012 SOHO-2429,M.Uchina,C2 C3,  
2012-,C/2012 SOHO-2430,Z.Xu,C2,  
2012-,C/2012 SOHO-2431,M.Uchina,C2 C3,  
2012-,C/2012 SOHO-2432,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2433,Z.Xu,C2,  
2012-,C/2012 SOHO-2434,Z.Xu,C2 C3,  
2012-,C/2012 SOHO-2435,S.Liwo,C2,  
2012-,C/2012 SOHO-2437,M.Uchina,C2 C3
