PERIHELION DATE ,COMET DESIGNATION ,COMET DISCOVERER ,TELESCOPE ,PERIHELION DISTANCE
2016 ,C/2016 SOHO-3089 ,W.Boonplod ,C2 ,
2016 ,C/2016 SOHO-3090 ,B.Zhou ,C3 C2 ,
2016 ,C/2016 SOHO-3092 ,M.Biesiada ,C3 ,
2016 ,C/2016 SOHO-3093 ,Z.Xu ,C3 ,
2016 ,C/2016 SOHO-3094 ,T.Prestgard ,C3 ,
2016 ,C/2016 SOHO-3095 ,B.Zhou ,C3 ,
2016 ,C/2016 SOHO-3097 ,M.Uchina ,C3 C2 ,
2016 ,C/2016 SOHO-3098 ,Z.Xu ,C3 ,
2016 ,C/2016 SOHO-3099 ,T.Prestgard ,C3 ,
2016 ,C/2016 SOHO-3100 ,W.Boonplod ,C3 ,
2016 ,C/2016 SOHO-3101 ,W.Boonplod ,C3 ,
2016 ,C/2016 SOHO-3102 ,W.Boonplod ,C3 ,
2016 ,C/2016 SOHO-3103 ,Z.Xu ,C3 ,
2016 ,C/2016 SOHO-3104 ,J.Ruan ,C3 ,
2016 ,C/2016 SOHO-3106 ,B.Zhou ,C3 C2 ,
2016 ,C/2016 SOHO-3107 ,B.Zhou ,C3 C2 ,
2016 ,C/2016 SOHO-3108 ,S.Gu ,C3 C2 ,
2016 ,C/2016 SOHO-3109 ,W.Boonplod ,C2,
