Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of...
4102,Dec02 20 06:27:10,M.Uchina,C2,Kreutz,Dec02 20
4103,Dec04 20 17:19:02,M.Uchina,C2,Kreutz,Dec04 20
4104,Dec06 20 01:59:15,M.Uchina,C2,Kreutz,Dec06 20
4105,Dec09 20 04:41:02,M.Uchina,C2,Kreutz,Dec09 20
4106,Dec09 20 14:26:02,W.Boonplod, C3 C2, Kreutz,Dec09-10 20
4107,Dec09 20 14:28:42,W.Boonplod, C3 C2, Kreutz,Dec09 20
4108,Dec13 20 15:14:59,W.Boonplod, H1 C2A C3/2, Kreutz,Dec13-14 20
4109,Dec18 20 04:57:31,W.Boonplod,H1 C3 C2,Kreutz,Dec17-19 20
4110,Dec21 20 16:06:30	,T.Prestgard, C2,Kreutz,Dec20 20
4111,Dec23 20 07:32:22	,M.Uchina,C2,Kreutz,Dec20-21 20
4112,Dec22 20 08:04:53,T.Prestgard, C2,Kreutz,Dec22 20
4113,Dec23 20 09:45:36,M.Uchina,C2,Kreutz,Dec23 20
4114,Dec29 20 15:23:17	,W.Boonplod, H1 C2A C3/2, Kreutz,Dec29-31 20
4115,Dec31 20 04:38:34	,W.Boonplod,C2,Kreutz,Dec31 20
4116,Jan02 21 10:40:24,M.Biesiada,C3,Kreutz,Jan02 21
4117,Jan05 21 05:15:24,W.Boonplod ,H1 C2A C3/2, Kreutz,Jan04-07 21
4118,Jan11 21 16:39:27,W.Boonplod, C2,Meyer,Jan08-09 21
4119,Jan16 21 19:41:44,W.Boonplod, H1 C2A C3/2, Kreutz,Jan14-18 21
4120,Jan17 21 05:17:44,W.Boonplod,C2A C3 C2,NonGrp,Jan17-18 21
4121,Jan21 21 15:45:32,M.Uchina, C2A C3 C2,Kreutz,Jan21-23 21
4122,Jan21 21 17:52:24,W.Boonplod,C2,NonGrp,Jan21 21
4123,Jan25 21 02:26:20,P.Sun,C3,Kreutz,Jan25 21
4124,Jan28 21 00:51:07,P.Berrett,C2,NonGrp,Feb24 17
4125,Jan28 21 04:52:43,P.Berrett,C2,Meyer,Jul21 17
4126,Oct23 20 14:52:19,T.Prestgard, C2,Kreutz,Oct29 18
4127,Jan22 21 08:57:48,P.Berrett,C2,Meyer,Dec31 19
4128,Jan21 21 08:19:58,R.Pickard,C2,Meyer,Jan06 21
