Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3244,Dec02 2016 14:08:10	, P.Sun,C2,Kreutz,Dec02 2016
3245,Dec04 2016 21:36:35	, W.Boonplod, C2,Kreutz,Dec04 2016
3246,Dec04 2016 22:16:07	, W.Boonplod, C3 C2, Kreutz,Dec05 2016
3247,Dec05 2016 05:25:20	, W.Boonplod, C3 C2, Kreutz,Dec05 2016
3248,Dec06 2016 18:05:27	, W.Boonplod, C2,Kreutz,Dec06 2016
3249,Dec09 2016 13:36:51,P.Sun,C3,Kreutz,Dec09 2016
3250,Dec14 2016 10:43:21	, M.Uchina, C3 C2, Kreutz,Dec14-15 2016
3251,Dec15 2016 09:34:33	, M.Uchina, C2,Kreutz,Dec14 2016
3252,Dec16 2016 04:47:18	, P.Sun,C2,Kreutz,Dec16 2016
3253,Dec25 2016 13:43:35	, P.Sun,C2,Kreutz,Dec25 2016
3254,Dec26 2016 15:58:31	, S.Liwo, C3 C2, Kreutz,Dec26 2016
3255,Dec30 2016 15:27:50	, B.Zhou, C3 C2, Kreutz,Dec30 2016-Jan01 2017
