Soho#,Date/Time of Post,Discoverer,Tel,Group, Images of...
4344^,Dec12 21 02:39pm , R.Biros    ,  C3   , Kreutz, Aug06-10 00
XC98*,Nov21 21 10:57am , P.Berrett  ,  C2   , Meyer?, May22 08
4345 ,Sep09 21 00:35:04, R.Pickard  ,  C2   , Kreutz, May13 09
4346 ,Sep17 21 10:51:11, P.Berrett  ,  C2   , Kreutz, Nov01 14
4347 ,Dec22 21 18:17:31, R.Pickard  ,  C2   , Kreutz, May19 16
4348 ,Dec22 21 20:36:23, R.Pickard  ,  C2   , Kreutz, May19 16
4349 ,Sep29 21 08:49:59, P.Berrett  ,  C2   , Meyer , Mar09 17
4350 ,Sep18 21 03:14:00, R.Pickard  ,  C2   , Kreutz, May11 17
4351 ,Sep05 21 06:18:34, P.Berrett  ,  C2   , NonGrp, May29-30 17
4352 ,Sep05 21 06:20:24, P.Berrett  ,  C2   , Meyer , Aug07 17
4353 ,Sep06 21 09:37:21, P.Berrett  ,  C2   , Meyer , May02 18
4354 ,Sep19 21 04:56:54, P.Berrett  ,  C2   , Kreutz, Apr23 19
4355 ,Sep26 21 03:37:45, R.Pickard  ,  C2   , Kreutz, May05 19
4356 ,Sep18 21 01:34:51, R.Pickard  ,  C2   , Kreutz, May09 19
4357 ,Sep17 21 04:57:01, R.Pickard  ,  C2   , Kreutz, May10 19
4358 ,Sep18 21 07:02:07, P.Berrett  ,  C2   , Kreutz, May31 19
4359 ,Sep11 21 02:08:39, R.Pickard  ,  C2   , Kreutz, May10 20
4360 ,Dec02 21 22:04:57, R.Pickard  ,  C2   , Kreutz, Dec01 21
4361 ,Jan05 22 20:53:53, P.Berrett  , C3 C2 , NonGrp, Jan05 22
4362 ,Jan11 22 01:17:57, Z.Yang     , C3 C2 , Kreutz, Jan11-12 22
4363 ,Jan13 22 01:45:34, W.Boonplod , C3 C2 , Kreutz, Jan13 22
4364 ,Jan13 22 02:11:37, W.Boonplod   , C3  ,  Kreutz ,Jan13-14 22 
4365 ,Jan16 22 03:05:10, W.Boonplod   , C3  ,  Kreutz ,Jan16 22
4366 ,Jan16 22 04:05:43, W.Boonplod   , C3  ,  Kreutz ,Jan16 22
4367 ,Jan16 22 21:24:40, Z.Yang       , C3  ,  Kreutz ,Jan17 22
4368 ,Jan22 22 03:06:12, D.Zhizherunov, C3  ,  Kreutz ,Jan22 22
4369 ,Jan25 22 05:16:37, W.Boonplod   , C3  ,  Kreutz ,Jan25 22
4370 ,Jan25 22 10:40:47, P.Sun        , C3  ,  Kreutz ,Jan25-26 22
4371 ,Jan27 22 19:05:16, W.Boonplod   , C2  ,  Meyer  ,Jan27-28 22
4372 ,Jan28 22 12:49:54, W.Boonplod   , C3  ,  Kreutz ,Jan28 22
4373 ,Jan29 22 01:50:33, Z.Yang       , C2  ,  Marsden,Jan29 22
4374 ,Jan30 22 11:08:41, W.Boonplod   , C2  ,  Kreutz ,Jan30 22
