Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3593,Sep01 2018 05:28:35, W.Boonplod, C3, Kreutz,Sep01 2018
3594,Sep02 2018 17:36:55, W.Boonplod, C3, Kreutz,Sep02 2018
3595,Sep03 2018 17:24:37, W.Boonplod, C3, Kreutz,Sep03 2018
3596,Sep05 2018 13:18:56, Z.Xu, C3, Kreutz,Sep05 2018
3597,Sep08 2018 20:34:36, M.Uchina, C3, Kreutz,Sep08-09 2018
3598,Sep12 2018 02:45:00, Z.Xu,C3 C2, Kreutz,Sep11-12 2018
3599,Sep14 2018 19:40:00, W.Boonplod,C3 C2, Kreutz,Sep14-15 2018
3600,Sep16 2018 06:17:03, W.Boonplod,C3 C2, Kreutz,Sep16 2018
3601,Sep19 2018 13:15:39, Z.Xu,C3 C2, Kreutz,Sep19-20 2018
3602,Sep21 2018 06:27:03, W.Boonplod, C3, Kreutz,Sep21 2018
3603,Sep21 2018 07:00:01, W.Boonplod, C3, Kreutz,Sep21 2018
3604,Sep22 2018 19:57:55, W.Boonplod, C2, NonGrp,Sep22-23 2018
3605,Sep22 2018 18:00:37, W.Boonplod,C3 C2, Kreutz,Sep22-23 2018
3606,Sep24 2018 08:23:15, W.Boonplod, C2, Meyer, Sep24 2018
3607,Sep24 2018 20:20:49, W.Boonplod,C3 C2, Kreutz,Sep24-25 2018
3608,Sep26 2018 09:32:02, W.Boonplod,C3 C2, Kreutz,Sep26 2018
3609,Sep29 2018 07:29:37, W.Boonplod, C2, Meyer, Sep29 2018
3610,Sep29 2018 17:11:55, W.Boonplod,C3 C2, Kreutz,Sep29-30 2018
3611,Sep30 2018 06:28:18, W.Boonplod,C3 C2, Kreutz,Sep30 2018
