Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3873,Dec01 2019 04:07:32, W.Boonplod,H1 C2 C3, Kreutz,Nov30-Dec02 2019
3874,Dec02 2019 02:40:12, T.Prestgard, H1 C2,Kreutz,Dec02 2019
3875,Dec04 2019 06:59:39, M.Uchina,,,H1 C2,Kreutz,Dec04 2019
3876,Dec05 2019 09:26:09, Z.Xu,,,,, C2,Kreutz,Dec05 2019
3877,Dec06 2019 10:54:55, W.Boonplod,, C2,KrachtII Dec06 2019
3878,Dec07 2019 03:48:11, M.Uchina,,,H1 C2,Kreutz,Dec07 2019 
3879,Dec08 2019 20:07:26, W.Boonplod,, C2,Meyer, Dec08 2019
3880,Dec09 2019 05:22:39, M.Uchina,,,H1 C2,Kreutz,Dec09 2019
3881,Dec10 2019 05:22:50, W.Boonplod,H1 C2 C3, Kreutz,Dec10-11 2019,
3882,Dec13 2019 00:14:48, W.Boonplod,,C2 C3,KrchtII Dec12-13 2019
3883,Dec18 2019 05:00:57, W.Boonplod,,H1 C2,Kreutz,Dec18 2019
3884,Dec19 2019 16:04:25	,M.Uchina,H1 C2,Kreutz,Dec19 2019
3885,Dec20 2019 06:19:17, R.Kracht, C2,KrachtII Dec19 2019
3886,Dec20 2019 19:42:08, W.Boonplod,H1 C2 C3, Kreutz,Dec20-21 2019
3887,Dec23 2019 10:27:40, W.Boonplod,H1 C2,Kreutz,Dec22-23 2019
3888,Dec24 2019 02:40:48, W.Boonplod,H1 C2 C3, Kreutz,Dec23-24 2019
3889,Dec29 2019 17:22:36, M.Uchina, C2,Kreutz,Dec29 2019 
