Confirmation date,Confirmed by,Tel,Discovery report date,Group
Mar 06 2021 10:22:14,Szymon Liwo, C3, 21-3-6 09:46:18,Kreutz group comet
Mar 04 2021 05:52:04,Trygve Prestgard,C3, 2021-03-04 02:31:16,Kreutz group comet
