Confirmation date,Confirmed by,Tel,Discovery report date,Group
Oct 23 2020 19:00:00,Worachate Boonplod,C2,2020-10-23 14:52:19,Kreutz group comet
Oct 22 2020 17:50:50,Michal Biesiada,C3,20-10-22 17:36:49,Kracht group comet
Oct 21 2020 05:29:25,Michal Biesiada,C3,20-10-21 05:17:24,Kreutz group comet
Oct 18 2020 17:08:29,Michal Biesiada,C2,20-10-18 15:36:15,Kreutz group comet
Oct 15 2020 01:06:19,Worachate Boonplod,C3, 2020-10-14 22:50:13,Kreutz group comet
Oct 14 2020 07:40:22,Trygve Prestgard,C3, 2020-10-13 20:55:01,Kreutz group comet
Oct 12 2020 08:19:50,Worachate Boonplod,C2, 2020-10-12 07:04:08,Kreutz group comet
Oct 09 2020 09:56:03,Trygve Prestgard,C2, 2020-10-09 06:29:26,Kreutz group comet
Oct 02 2020 17:42:32,Michal Biesiada,C3,20-10-2 16:51:52,Kreutz group comet
